ticker,expiration,option_type,contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,mid_price,spread,time_to_expiry_years,theo_price,pricing_gap,pricing_gap_pct,liquidity_score,spread_penalty,alignment,opportunity_score_raw,opportunity_score,risk_flag
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00670000,670.0,20.66,20.44,20.71,735.0,118,0.16797707031250003,20.575000000000003,0.2699999999999996,0.007720695050830797,20.92186103611516,-0.3468610361151576,-0.01657888060323165,6.74993119378857,0.01312272174969621,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00671000,671.0,18.6,19.46,19.73,39.0,61,0.16602396484375004,19.595,0.2699999999999996,0.007720695050830797,19.93751002750912,-0.3425100275091211,-0.01717917769252715,4.61512051684126,0.013779025261546292,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00672000,672.0,18.32,18.45,18.73,114.0,79,0.159188095703125,18.59,0.28000000000000114,0.007720695050830797,18.93902475935522,-0.3490247593552205,-0.018428866522433494,5.267858159063328,0.01506186121570743,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00673000,673.0,16.67,17.46,17.75,207.0,172,0.1562584375,17.605,0.28999999999999915,0.007720695050830797,17.95519709995051,-0.35019709995050974,-0.019503940725411194,5.940171252720432,0.01647259301334843,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00674000,674.0,18.22,16.53,16.74,194.0,589,0.14649291015625,16.634999999999998,0.2099999999999973,0.007720695050830797,16.946388310528732,-0.3113883105287343,-0.018374907078888888,6.664409020350408,0.012623985572587756,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00675000,675.0,16.72,15.5,15.82,385.0,772,0.15357291748046875,15.66,0.3200000000000003,0.007720695050830797,16.014462186712308,-0.35446218671230767,-0.02213388015030663,7.05444965813294,0.020434227330779074,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00676000,676.0,15.99,14.52,14.82,507.0,643,0.145516357421875,14.67,0.3000000000000007,0.007720695050830797,15.014325218128192,-0.3443252181281924,-0.022933113085392375,7.048386408721883,0.020449897750511297,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00677000,677.0,14.02,13.57,13.84,1117.0,1022,0.14038945556640625,13.705,0.2699999999999996,0.007720695050830797,14.032199054484522,-0.327199054484522,-0.023317731826213876,7.668561108015897,0.019700839109813906,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00678000,678.0,14.31,12.6,12.87,973.0,2105,0.13599496826171875,12.735,0.2699999999999996,0.007720695050830797,13.058221211689215,-0.3232212116892157,-0.02475231552976607,8.0323601479245,0.021201413427561804,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00679000,679.0,11.75,11.69,11.94,1058.0,1511,0.13526255371093754,11.815,0.25,0.007720695050830797,12.118742230925136,-0.3037422309251365,-0.025063841208705126,7.851661177889265,0.021159542953872196,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00680000,680.0,10.8,10.73,11.01,3381.0,3096,0.13306531005859373,10.870000000000001,0.27999999999999936,0.007720695050830797,11.180214648191395,-0.3102146481913941,-0.027746752450909073,8.776167099731275,0.02575896964121429,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00681000,681.0,9.88,9.83,10.06,2449.0,1733,0.12806047729492187,9.945,0.23000000000000043,0.007720695050830797,10.224962664271061,-0.27996266427106065,-0.02738031164156033,8.338783971442199,0.023127199597787876,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00682000,682.0,8.98,8.88,9.19,3189.0,2030,0.1283046154785156,9.035,0.3099999999999987,0.007720695050830797,9.342262962041104,-0.30726296204110426,-0.03288956469000667,8.560252680876685,0.03431101272827877,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00683000,683.0,8.27,8.05,8.24,5636.0,3348,0.12134667724609374,8.145,0.1899999999999995,0.007720695050830797,8.386912516855773,-0.24191251685577342,-0.02884404915033806,9.103311799217659,0.02332719459791277,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00684000,684.0,7.16,7.17,7.38,13578.0,1885,0.11927150268554687,7.275,0.20999999999999996,0.007720695050830797,7.51423231256274,-0.23923231256273958,-0.0318372260281036,9.646270020888167,0.028865979381443294,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00685000,685.0,6.29,6.33,6.57,28909.0,5700,0.11841701904296875,6.45,0.2400000000000002,0.007720695050830797,6.690112406925209,-0.24011240692520897,-0.035890638650055984,10.45189793662939,0.03720930232558143,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00686000,686.0,5.52,5.46,5.69,22737.0,3493,0.11219149536132811,5.575,0.23000000000000043,0.007720695050830797,5.801403931490995,-0.22640393149099491,-0.039025714148610884,10.174697196419377,0.041255605381165995,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00687000,687.0,4.68,4.75,4.82,20527.0,1759,0.10523355712890625,4.785,0.07000000000000028,0.007720695050830797,4.922411329163367,-0.13741132916336696,-0.02791545037068691,10.011758827819916,0.014629049111807792,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00688000,688.0,4.03,3.99,4.07,28799.0,2837,0.10218182983398436,4.03,0.08000000000000007,0.007720695050830797,4.1569855912763956,-0.1269855912763953,-0.030547517783770954,10.362082600698466,0.01985111662531019,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00689000,689.0,3.38,3.29,3.36,39988.0,1803,0.09882492980957032,3.325,0.06999999999999984,0.007720695050830797,3.4331227556070303,-0.10812275560703011,-0.031493996371216935,10.640460212636103,0.02105263157894732,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00690000,690.0,2.73,2.66,2.7,76273.0,4769,0.09522389160156251,2.68,0.040000000000000036,0.007720695050830797,2.7591576420978754,-0.07915764209787524,-0.02868906107071474,11.302735156993558,0.01492537313432837,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00691000,691.0,2.1,2.09,2.11,39384.0,3007,0.09180595703125,2.0999999999999996,0.020000000000000018,0.007720695050830797,2.1534680861107063,-0.053468086110706636,-0.024828826791333247,10.654714944172598,0.009523809523809533,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00692000,692.0,1.59,1.57,1.6,35918.0,5280,0.088876298828125,1.585,0.030000000000000027,0.007720695050830797,1.6313834716308975,-0.04638347163089751,-0.028431985757786216,10.626169263198392,0.0189274447949527,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00693000,693.0,1.16,1.14,1.16,22155.0,5848,0.08564146789550782,1.15,0.020000000000000018,0.007720695050830797,1.1798201168812739,-0.02982011688127395,-0.025275138518658407,10.240102636097088,0.017391304347826105,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00694000,694.0,0.79,0.78,0.81,55407.0,3028,0.08289491333007815,0.795,0.030000000000000027,0.007720695050830797,0.8195931366985576,-0.02459313669855756,-0.03000651859729128,10.975687417252404,0.03773584905660381,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00695000,695.0,0.51,0.51,0.53,39013.0,5650,0.07996525512695313,0.52,0.020000000000000018,0.007720695050830797,0.5349237648631515,-0.0149237648631515,-0.027898863059429447,10.706923086990196,0.03846153846153849,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00696000,696.0,0.33,0.31,0.32,22494.0,4955,0.07666938964843752,0.315,0.010000000000000009,0.007720695050830797,0.32024406688054796,-0.0052440668805479596,-0.016375219474414223,10.220121446937677,0.03174603174603177,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00697000,697.0,0.19,0.18,0.19,16973.0,4023,0.07471628417968751,0.185,0.010000000000000009,0.007720695050830797,0.18715491762063152,-0.0021549176206315246,-0.011514084951802365,9.95213484935765,0.054054054054054106,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00698000,698.0,0.1,0.1,0.11,7519.0,4552,0.07373973144531251,0.10500000000000001,0.009999999999999995,0.007720695050830797,0.10781378791143936,-0.0028137879114393527,-0.026098590597249588,9.398644000447685,0.09523809523809518,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00699000,699.0,0.06,0.05,0.06,5518.0,3488,0.0727631787109375,0.055,0.009999999999999995,0.007720695050830797,0.05845815169363178,-0.0034581516936317766,-0.0591560217598959,9.105757331783742,0.18181818181818174,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00700000,700.0,0.04,0.03,0.04,14016.0,12915,0.07422800781250001,0.035,0.010000000000000002,0.007720695050830797,0.03696400849787196,-0.001964008497871955,-0.05313299551873613,10.201070449665172,0.28571428571428575,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00701000,701.0,0.02,0.02,0.03,5002.0,1365,0.07764594238281251,0.025,0.009999999999999998,0.007720695050830797,0.02780524265858375,-0.0028052426585837495,-0.10088898316870987,8.75904072752422,0.3999999999999999,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00702000,702.0,0.01,0.01,0.02,5977.0,5226,0.07911077148437501,0.015,0.01,0.007720695050830797,0.0176571086551629,-0.0026571086551629014,-0.15048379137577367,9.324026136379999,0.6666666666666667,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00703000,703.0,0.01,0.01,0.02,2684.0,2769,0.08497008789062502,0.015,0.01,0.007720695050830797,0.017273730502596507,-0.0022737305025965077,-0.13162938383545644,8.604104563405533,0.6666666666666667,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00704000,704.0,0.01,0.01,0.02,1044.0,2946,0.09180595703125,0.015,0.01,0.007720695050830797,0.018539908858977938,-0.0035399088589779387,-0.19093453403163524,8.291797105048733,0.6666666666666667,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00705000,705.0,0.02,0.01,0.02,1770.0,4620,0.0976652734375,0.015,0.01,0.007720695050830797,0.018309704313669073,-0.0033097043136690735,-0.1807623027095102,8.762646029650282,0.6666666666666667,0,0.0,0.0,False
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00706000,706.0,0.01,0.0,0.01,2939.0,5316,0.09571216796875001,0.01,,0.007720695050830797,0.009226717567231368,0.0007732824327686318,0.07732824327686318,9.018695487721343,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00707000,707.0,0.01,0.0,0.01,570.0,1043,0.09961837890625,0.01,,0.007720695050830797,0.0079196226042062,0.0020803773957938,0.20803773957938002,7.3864708488298945,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00708000,708.0,0.01,0.0,0.01,1052.0,3590,0.1054776953125,0.01,,0.007720695050830797,0.008232195136594456,0.0017678048634055445,0.17678048634055446,8.443115988019922,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00709000,709.0,0.01,0.0,0.01,10829.0,740,0.11133701171874999,0.01,,0.007720695050830797,0.008553306083185497,0.0014466939168145034,0.14466939168145035,9.356170820187723,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00710000,710.0,0.01,0.0,0.01,719.0,3462,0.117196328125,0.01,,0.007720695050830797,0.008882325293312121,0.0011176747066878791,0.11176747066878791,8.338544879988579,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00711000,711.0,0.01,0.0,0.01,396.0,1527,0.1211025390625,0.01,,0.007720695050830797,0.007891993347453496,0.0021080066525465038,0.21080066525465038,7.562161631225652,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00712000,712.0,0.01,0.0,0.01,1322.0,1661,0.12696185546875,0.01,,0.007720695050830797,0.008242863261306077,0.0017571367386939232,0.17571367386939232,8.001019961323651,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00713000,713.0,0.01,0.0,0.01,1007.0,3211,0.132821171875,0.01,,0.007720695050830797,0.008599105609862878,0.001400894390137122,0.1400894390137122,8.347353412124338,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00714000,714.0,0.02,0.0,0.01,6236.0,10120,0.13672738281250002,0.02,,0.007720695050830797,0.0077802136182625325,0.012219786381737468,1.2219786381737467,9.702411219258526,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00715000,715.0,0.01,0.0,0.01,2045.0,2669,0.14258669921875,0.01,,0.007720695050830797,0.008145650919907155,0.0018543490800928455,0.18543490800928455,8.458504195067558,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00716000,716.0,0.01,0.0,0.01,137.0,266,0.148446015625,0.01,,0.007720695050830797,0.008515879050412067,0.0014841209495879328,0.1484120949587933,6.0014148779611505,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00717000,717.0,0.01,0.0,0.01,748.0,150,0.15235222656250003,0.01,,0.007720695050830797,0.007812506671794894,0.002187493328205106,0.2187493328205106,6.80128303447162,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00718000,718.0,0.01,0.0,0.01,2192.0,119,0.1562584375,0.01,,0.007720695050830797,0.007199775030923838,0.002800224969076162,0.28002249690761616,7.7458682297922685,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00719000,719.0,0.01,0.0,0.01,230.0,2670,0.16407085937500002,0.01,,0.007720695050830797,0.008564784278785709,0.0014352157212142915,0.14352157212142916,7.972810784121404,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00720000,720.0,0.01,0.0,0.01,3.0,1280,0.16797707031250003,0.01,,0.007720695050830797,0.007943547781015692,0.0020564522189843084,0.20564522189843085,7.157735484249907,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00721000,721.0,0.01,0.0,0.01,105.0,69,0.17188328125000002,0.01,,0.007720695050830797,0.007394636058154047,0.002605363941845953,0.2605363941845953,5.1647859739235145,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00722000,722.0,0.01,0.0,0.01,20.0,84,0.17774259765625,0.01,,0.007720695050830797,0.0077682079094190115,0.0022317920905809887,0.22317920905809888,4.653960350157523,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00723000,723.0,0.01,0.0,0.01,1603.0,75,0.18360191406249998,0.01,,0.007720695050830797,0.008147076918199048,0.0018529230818009525,0.18529230818009526,7.425953657077541,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00724000,724.0,0.01,0.0,0.01,1.0,88,0.187508125,0.01,,0.007720695050830797,0.0076461953018065465,0.0023538046981934537,0.23538046981934538,4.499809670330265,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00725000,725.0,0.01,0.0,0.01,333.0,692,0.1914143359375,0.01,,0.007720695050830797,0.0071970197873441055,0.0028029802126558947,0.28029802126558945,6.933423025730715,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00730000,730.0,0.01,0.0,0.01,6585.0,196,0.21875781249999998,0.01,,0.007720695050830797,0.00827891213519627,0.00172108786480373,0.172108786480373,8.822027322685583,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00735000,735.0,0.01,0.0,0.01,113.0,314,0.242195078125,0.01,,0.007720695050830797,0.007925714005229345,0.002074285994770655,0.20742859947706552,6.059123195581797,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00740000,740.0,0.01,0.0,0.01,2.0,196,0.26563234375,0.01,,0.007720695050830797,0.0077602030549948076,0.0022397969450051926,0.22397969450051927,5.293304824724492,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00745000,745.0,0.01,0.0,0.01,3.0,1,0.2890696093749999,0.01,,0.007720695050830797,0.007725686936060017,0.0022743130639399835,0.22743130639399836,1.6094379124341003,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00750000,750.0,0.01,0.0,0.01,1.0,5,0.31250687499999996,0.01,,0.007720695050830797,0.0077883502580712305,0.0022116497419287697,0.22116497419287698,1.9459101490553132,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00755000,755.0,0.01,0.0,0.01,1.0,2,0.335944140625,0.01,,0.007720695050830797,0.007927069159265221,0.0020729308407347793,0.20729308407347793,1.3862943611198906,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,call,SPY260209C00765000,765.0,0.01,0.0,0.01,,3,0.37500625,0.01,,0.007720695050830797,0.006547442415358318,0.0034525575846416825,0.3452557584641682,1.3862943611198906,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00500000,500.0,0.01,0.0,0.01,2.0,59,1.0625046875000002,0.01,,0.007720695050830797,0.003706637916923411,0.006293362083076589,0.6293362083076589,4.127134385045092,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00505000,505.0,0.01,0.0,0.01,12.0,19,1.0312548437500002,0.01,,0.007720695050830797,0.003685774887074833,0.006314225112925167,0.6314225112925167,3.4657359027997265,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00510000,510.0,0.01,0.0,0.01,147.0,147,0.98437515625,0.01,,0.007720695050830797,0.002891120374406725,0.007108879625593275,0.7108879625593275,5.68697535633982,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00515000,515.0,0.01,0.0,0.01,152.0,172,0.9687503125,0.01,,0.007720695050830797,0.0035976905037119755,0.006402309496288025,0.6402309496288024,5.783825182329737,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00520000,520.0,0.01,0.0,0.01,1709.0,1709,0.937500625,0.01,,0.007720695050830797,0.003529808103795301,0.006470191896204699,0.6470191896204699,8.137103389639302,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00530000,530.0,0.01,0.0,0.01,2.0,3,0.87500125,0.01,,0.007720695050830797,0.0033447327511104963,0.006655267248889504,0.6655267248889504,1.791759469228055,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00535000,535.0,0.01,0.0,0.01,18.0,712,0.8437515624999999,0.01,,0.007720695050830797,0.0032274733516321485,0.006772526648367852,0.6772526648367851,6.594413459749778,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00540000,540.0,0.01,0.0,0.01,30.0,859,0.8125018749999999,0.01,,0.007720695050830797,0.003094012482655839,0.006905987517344161,0.6905987517344161,6.7912214627261855,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00545000,545.0,0.01,0.0,0.01,2.0,209,0.7812521875,0.01,,0.007720695050830797,0.0029448447045271053,0.007055155295472895,0.7055155295472895,5.356586274672012,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00550000,550.0,0.01,0.0,0.01,12.0,55,0.7500025,0.01,,0.007720695050830797,0.002780728558662765,0.007219271441337235,0.7219271441337235,4.219507705176107,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00555000,555.0,0.01,0.0,0.01,20.0,158,0.7187528125,0.01,,0.007720695050830797,0.0026027184382126922,0.007397281561787308,0.7397281561787308,5.187385805840755,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00560000,560.0,0.02,0.0,0.01,1061.0,646,0.70312796875,0.02,,0.007720695050830797,0.003339938282612781,0.01666006171738722,1.666006171738722,7.443078374348516,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00565000,565.0,0.01,0.0,0.01,54.0,72,0.6718782812500002,0.01,,0.007720695050830797,0.0031133344647344963,0.006886665535265504,0.6886665535265504,4.844187086458591,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00570000,570.0,0.01,0.0,0.01,3.0,142,0.64062859375,0.01,,0.007720695050830797,0.0028716486858022805,0.00712835131419772,0.712835131419772,4.983606621708336,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00575000,575.0,0.02,0.0,0.01,85.0,305,0.6250037500000001,0.02,,0.007720695050830797,0.0037414929872284786,0.016258507012771522,1.6258507012771521,5.968707559985366,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00580000,580.0,0.02,0.0,0.01,141.0,247,0.5937540625000001,0.02,,0.007720695050830797,0.003435832852301479,0.01656416714769852,1.656416714769852,5.963579343618446,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00585000,585.0,0.01,0.0,0.01,15.0,562,0.5625043750000001,0.01,,0.007720695050830797,0.003114485514678994,0.006885514485321006,0.6885514485321006,6.359573868672378,5.0,0,0.0,0.0,True
SPY,2026-02-09 21:00:00+00:00,put,SPY260209P00590000,590.0,0.01,0.0,0.01,16.0,188,0.5312546875,0.01,,0.007720695050830797,0.0027810119329668426,0.007218988067033158,0.7218988067033157,5.3230099791384085,5.0,0,0.0,0.0,True
